DTXSID,name,httk_Fgutabs,httk_Clint,httk_Aven,httk_Rblood2plasma,httk_Fup,httk_days_evaluated,httk_MW,httk_frac_excreted,httk_daily_expo,httk_mg_p_kg_p_day_excreted,httk_result_category
DTXSID1026908,2-Hexyloxyethanol,0.7515,24.1,5.47261e-6,0.8219,0.37,5,146.2,0.01848385714285714,4.89e-5,9.038606142857144e-7,1
DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",0.8718,52.18,0.5859137,0.5655,1e-4,5,286.4,0.00203343999999999,1.68e-4,3.416179199999998e-7,1
DTXSID1029889,(-)-Epigallocatechin gallate,0.7635,148.6,0,0.5953,0.05315,5,458.4,0.00320879999999999,1.2e-6,3.850559999999998e-9,1
DTXSID1032278,Vincristine,0.6953,44.75,2.1113559e-4,2.519,0.3158,5,825,0.00956999999999999,1.2e-6,1.1483999999999995e-8,1
DTXSID1032355,Clomazone,0.9699,3.627,0.02508981199999999,0.6972,0.1238,5,239.7,0.14176542857142857,2.01e-6,2.8494851142857137e-7,2
DTXSID1032359,Cyprodinil,0.9717,83.97,0.11297304,0.6436,0.001854,5,225.3,0.00700039285714285,1.94e-6,1.3580762142857149e-8,1
DTXSID1032482,Tebupirimfos,0.8661,60.33,0.031274244,0.658,0.006132,5,318.4,0.00840575999999999,5.28e-7,4.438241279999998e-9,1
DTXSID1032488,Thiazopyr,0.859,84.95,0.0037305596,0.615,0.009787,5,396.4,0.00633107428571428,4.61e-6,2.9186252457142866e-8,1
DTXSID1032519,Acibenzolar-S-methyl,0.6276,939.3,0,0.574,0.02306,5,210.3,4.202995714285716e-4,1.18e-5,4.959534942857145e-9,1
DTXSID1032569,Pirimicarb,0.9488,24.74,1.6398695e-6,0.661,0.1541,5,238.3,0.02318318571428572,3.48e-7,8.067748628571431e-9,1
DTXSID1032640,Pyriproxyfen,0.8707,153.4,0.10547212,0.6187,4.791e-4,5,321.4,0.00191049342857142,2.62e-7,5.005492782857142e-10,1
DTXSID1032642,Rimsulfuron,0.8719,0,0.00742055299999999,0.8767,0.6264,5,431.4,0.8720442857142856,1.87e-8,1.630722814285714e-8,6
DTXSID1032648,Z-Tetrachlorvinphos,0.8627,35.5,0.012012953,0.6327,0.01668,5,366,0.01500599999999999,1.84e-7,2.761103999999999e-9,1
DTXSID1032690,Indoxacarb,0.8636,60.12,0.009850698,0.6236,0.008751,5,527.8,0.00892735999999999,9.92e-8,8.855941119999998e-10,1
DTXSID1033664,17-Methyltestosterone,0.9701,19.18,0.02677369199999999,0.6294,0.02123,5,302.5,0.0305525,2.91e-7,8.8907775e-9,1
DTXSID1034181,Raloxifene hydrochloride,0.8517,210.9,0.0027772539,0.6643,0.006244,5,510,0.00253542857142857,1.2e-6,3.0425142857142846e-9,1
DTXSID1034187,Tamoxifen,0.8719,0,0.11082992,0.7062,0.001553,5,371.5,0.00610852142857142,2.98e-7,1.8203393857142851e-9,3
DTXSID1034210,Prodiamine,0.87,17.52,0.07106739,0.6488,0.006841,5,350.3,0.01971188142857143,1.04e-7,2.050035668571428e-9,1
DTXSID1034212,Spiroxamine,0.9723,3.96,0.4844982,0.5705,0.005444,5,297.5,0.1096075,2.39e-6,2.6196192500000005e-7,2
DTXSID1034260,Oxytetracycline,0.8719,0,0.0021944018,0.8119,0.8997,5,460.4,0.8721291428571429,8.14e-6,7.0991312228571435e-6,6
DTXSID1034503,Cyhalofop-butyl,0.8602,32.1,0.00741672599999999,0.6313,0.0236,5,357.4,0.01654251428571428,1.07e-6,1.7700490285714282e-8,1
DTXSID1034634,Forchlorfenuron,0.9677,38.11,0.008300763,0.6133,0.02089,5,247.7,0.01571125714285713,2.3e-7,3.61358914285714e-9,1
DTXSID1034973,Tralkoxydim,0.9729,0,0.12418615,0.6884,0.004835,5,329.4,0.01941107142857142,1.93e-7,3.7463367857142855e-9,3
DTXSID1037197,Captopril,0.6216,62.83,0,0.8667,0.73,5,217.3,0.00577086714285714,1.2e-6,6.925040571428574e-9,1
DTXSID1037272,Tacrine,0.1191,1106,5.200893e-8,1.6,0.9826,5,198.3,6.447582857142857e-5,1.2e-6,7.737099428571429e-11,1
DTXSID1038321,3-Phenoxybenzoic acid,0.9729,0,1.8381081,0.57,0.007156,5,214.2,0.3457799999999999,3.22e-6,1.1134115999999995e-6,4
DTXSID1038666,Chlorpyrifos oxon,0.8332,61.64,8.205088e-4,0.6683,0.04181,5,334.5,0.00840550714285714,3.76e-7,3.160470685714284e-9,1
DTXSID1040243,Sertraline hydrochloride,0.8506,73.71,0.00484498199999999,0.7378,0.01884,5,342.7,0.00720649142857142,2.66e-6,1.916926719999999e-8,1
DTXSID1040661,Clofibric acid,0.8553,22.68,4.795231e-7,0.5935,0.04749,5,214.6,0.02302351428571427,5.84e-6,1.3445732342857136e-7,1
DTXSID1040742,Triamcinolone,0.4539,2.621,1.6544120999999998e-6,0.8212,0.7241,5,394.4,0.08304937142857138,1.2e-6,9.965924571428567e-8,2
DTXSID1041847,Dibutyl decanedioate,0.862,6315,0.018702549,0.6911,1e-4,5,314.5,8.334250000000001e-5,2.3e-5,1.9168775e-9,1
DTXSID1042285,Phosfolan,0.8719,0,0.07439688,0.7483,0.3217,5,255.3,0.8596315714285716,1.59e-6,1.3668141985714288e-6,6
DTXSID1042360,N-(4-Nitrophenyl)-N'-(3-pyridinylmethyl)urea,0.8587,7.233,0.004259451,0.6682,0.1172,5,272.3,0.06799720000000001,1.2e-6,8.159664e-8,1
DTXSID1042574,Sulpiride,0.2728,0,0.007657827,1,0.9993,5,341.4,0.2672674285714286,1.2e-6,3.207209142857143e-7,5
DTXSID1043881,Imipramine,0.9624,191.7,0.00946034399999999,1.07,0.008135,5,280.4,0.00315650285714285,1.2e-6,3.7878034285714296e-9,1
DTXSID1044196,Desloratadine,0.8577,8.865,0.011182494,0.8623,0.1032,5,310.8,0.05638800000000001,1.2e-6,6.766560000000001e-8,1
DTXSID1044223,Ezetimibe,0.8668,80.01,0.02932247399999999,0.6811,0.004001,5,409.4,0.00591290571428571,1.2e-6,7.095486857142855e-9,1
DTXSID1044564,"2,6,10-Trimethyl-2,6,10-triazaundecane",0.9685,0,0.7382283,0.5855,0.0383,5,201.4,0.7612920000000002,1.2e-6,9.135504000000002e-7,4
DTXSID1045116,Domperidone,0.2418,25.35,6.758481999999999e-4,0.74,0.05148,5,425.9,0.00584091428571428,2.37e-7,1.384296685714286e-9,1
DTXSID1045166,Lidocaine,0.9652,5.877,0.00531953,0.84,0.2061,5,234.3,0.0917117142857143,4.97e-7,4.5580722e-8,1
DTXSID1045536,Disopyramide,0.8466,0.5517,0.08587788,1,0.1579,5,339.5,0.3700549999999999,1.2e-6,4.4406599999999987e-7,5
DTXSID1045619,Enrofloxacin,0.8237,6.792,3.4557809999999996e-8,0.7714,0.479,5,359.4,0.06679705714285716,1.2e-6,8.015646857142859e-8,1
DTXSID1045950,Pregabalin,0.8719,0,0.023034713,0.8795,0.7219,5,159.2,0.8710514285714286,4.26e-7,3.710679085714286e-7,6
DTXSID1046342,Eltanolone,0.8674,41.4,0.035403577,0.6084,0.006896,5,318.5,0.01269905,1.2e-6,1.523886e-8,1
DTXSID1046506,Rufinamide,0.846,6.637,1.1626426e-5,0.6859,0.256,5,238.2,0.07135791428571427,4.1e-7,2.9256744857142848e-8,1
DTXSID1046714,Fleroxacin,1,0,0.00502485099999999,0.766,0.7288,5,369.3,1.000275428571428,1.2e-6,1.2003305142857137e-6,6
DTXSID1046970,"2-(2,6-Diisopropylphenyl)-5-hydroxy-1H-isoindole-1,3-dione",0.9662,112.5,0.009314918,0.6711,0.008885,5,323.4,0.00537306,1.2e-6,6.447672e-9,1
DTXSID1047310,Farglitazar,0.8684,107.6,0.03033662899999999,0.6608,0.002012,5,546.6,0.00401360571428571,1.2e-6,4.816326857142857e-9,1
DTXSID1047318,SB202235,0.8614,7.919,0.011699139,0.6897,0.08509,5,300.3,0.06297719999999996,1.2e-6,7.557263999999996e-8,1
DTXSID1047366,SAR115740,0.8696,1023,0.0466894,0.8052,1.356e-4,5,401.4,2.260455428571428e-4,1.2e-6,2.7125465142857127e-10,1
DTXSID1047368,SSR69071,0.8584,6.719,6.877119e-5,0.626,0.1296,5,556.6,0.07259654285714288,1.2e-6,8.711585142857147e-8,1
DTXSID1047493,Midodrine hydrochloride,0.8719,0,0.08691117,0.8552,0.3014,5,290.7,0.7147067142857142,1.2e-6,8.57648057142857e-7,6
DTXSID1047528,Benzyloctyl adipate,0.8696,830.8,0.06058140999999999,0.6804,1.705e-4,5,348.5,3.918135714285715e-4,3.56e-5,1.3948563142857143e-8,1
DTXSID1048174,FR167356,0.867,42.31,0.027806982,0.6141,0.007303,5,378.2,0.01240496,1.6e-7,1.9847936e-9,1
DTXSID1048257,Reboxetine,0.98,1.45,0.24289969,0.6134,0.01754,5,313.4,0.15786405714285714,1.2e-6,1.8943686857142857e-7,2
DTXSID1048542,Netilmicin,0.8719,0,0.002208179,0.8721,1,5,475.6,0.8717068571428571,1.2e-6,1.0460482285714284e-6,6
DTXSID1048627,Ritonavir,0.735,10.6,0.019567451,0.59,0.01422,5,721,0.04109700000000001,1.2e-6,4.9316400000000025e-8,1
DTXSID1057666,Lacosamide,0.7939,6.595,2.4198121e-7,0.9398,0.8276,5,250.3,0.06486345714285714,1.2e-6,7.783614857142857e-8,1
DTXSID10858817,FK 317,0.8456,6.867,1.7768761e-4,0.7251,0.251,5,419.4,0.06932082857142856,1.2e-6,8.318499428571426e-8,1
DTXSID201009336,Vorapaxar,0.8689,170.5,0.036785124,0.6718,0.001112,5,492.6,0.00231451628571428,1.2e-6,2.7774195428571415e-9,1
DTXSID2020006,Acetaminophen,1,0.3785,0.007585114,1,0.9218,5,151.2,0.6069599999999999,2.72e-7,1.6509312e-7,6
DTXSID2020137,C.I. Azoic Diazo Component 112,0.9637,7.445,1.1867527e-4,0.6683,0.1917,5,184.2,0.07368000000000001,2.65e-6,1.9525200000000006e-7,1
DTXSID2020139,Benzo[a]pyrene,0.8715,175,0.09624905,0.8252,1.369e-4,5,252.3,2.7572785714285704e-4,1.16e-6,3.1984431428571413e-10,1
DTXSID2020268,Chlorendic acid,0.8719,0,0.16299193,0.6391,0.09196,5,388.8,0.8248114285714286,2.05e-7,1.690863428571429e-7,6
DTXSID2020347,Coumaphos,0.8717,79.09,0.6666634,0.5614,1e-4,5,362.8,0.00305788571428571,1.82e-7,5.565352e-10,1
DTXSID2020420,Propyzamide,0.868,8.405,0.0677379,0.7949,0.02913,5,256.1,0.05429319999999999,1.32e-6,7.1667024e-8,1
DTXSID2020426,"1-Amino-2,6-dichloro-4-nitrobenzene",0.87,5.606,0.1213159,0.5918,0.02112,5,207,0.08454471428571429,1.93e-6,1.631712985714286e-7,1
DTXSID2020501,Methadone hydrochloride,0.8634,49.21,0.019498565,0.6901,0.01104,5,345.9,0.01057465714285713,1.2e-6,1.2689588571428566e-8,1
DTXSID2020686,Lindane,0.8719,0,0.20405564,0.6436,0.01011,5,290.8,0.06314514285714287,1.2e-10,7.577417142857145e-12,3
DTXSID2020713,Hydrochlorothiazide,0.6166,0,0.09081471,1.7,0.2736,5,297.7,0.6162390000000003,1.2e-6,7.394868000000004e-7,5
DTXSID2020890,6-Methyl-2-thiouracil,0.8719,0,0.02874842399999999,0.7295,0.5019,5,142.2,0.871482857142857,3.07e-7,2.675452371428571e-7,6
DTXSID2020894,Bis(4-(dimethylamino)phenyl)methanone,0.8641,79.08,0.019536835,0.6117,0.006313,5,268.4,0.00681352571428571,1.2e-6,8.176230857142857e-9,1
DTXSID2020898,Mitomycin C,0.8719,0,0.02087628499999999,0.8437,0.6241,5,334.3,0.8715678571428572,1.2e-6,1.0458814285714283e-6,6
DTXSID2020921,2-Naphthylamine,0.96,21.41,4.615362e-4,0.6482,0.09534,5,143.2,0.0271670857142857,1.51e-5,4.102229942857141e-7,1
DTXSID2020929,Niacinamide,0.8719,0,0.02810166099999999,0.8361,0.7164,5,122.1,0.8721428571428571,4.48e-4,3.9072e-4,6
DTXSID2021026,N-Nitrosodibutylamine,0.8421,13.55,0.00310599319999999,0.745,0.1451,5,158.2,0.03690579999999999,1.45e-4,5.351341e-6,1
DTXSID2021028,N-Nitrosodiethylamine,0.6807,22.83,4.209699999999999e-10,0.8672,0.6846,5,102.1,0.01718197142857142,8.52e-6,1.463903965714285e-7,1
DTXSID2021151,2-Phenylphenol,0.8705,2.835,0.25885828,0.9937,0.03008,5,170.2,0.09888620000000004,1.86e-5,1.8392833200000008e-6,2
DTXSID2021238,Resorcinol,0.7275,15.33,1.4580869999999998e-8,0.903,0.7204,5,110.1,0.02700595714285714,1.91e-5,5.158137814285715e-7,1
DTXSID2021282,Streptozotocin,0.8719,0,0.00473017199999999,0.8092,0.8548,5,265.2,0.8706137142857141,1.2e-6,1.044736457142857e-6,6
DTXSID2021286,Styrene oxide,0.7702,23.7,1.0769178e-6,0.7543,0.3096,5,120.2,0.01931785714285714,1.24e-4,2.395414285714286e-6,1
DTXSID2021440,Vinylpyrrolidone,0.8719,0,0.06291588,1.083,0.942,5,111.1,0.8697542857142857,6.18e-5,5.3750814857142853e-05,6
DTXSID2021600,Heptanoic acid,0.8719,0,0.08733214,0.75,0.3539,5,130.2,0.8723399999999998,9.64e-5,8.409357599999997e-5,6
DTXSID2021781,"Dibutyl 1,2-benzenedicarboxylate",0.8634,179.7,0.033206879,0.9001,0.003002,5,278.3,0.00287841714285714,2.51e-6,7.2248270285714284e-9,1
DTXSID2021864,"2,4-Dimethylphenol",0.8054,25.18,1.4397174e-4,0.731,0.1822,5,122.2,0.0193076,7.69e-5,1.4847544400000005e-6,1
DTXSID2021866,Dibutyl adipate,0.8666,36.33,0.04542649,0.6969,0.009119,5,258.4,0.01287939428571428,0.00104,1.3394570057142855e-5,1
DTXSID2021941,2-(2-Ethoxyethoxy)ethanol,0.8719,0,0.028151412,0.7966,0.6322,5,134.2,0.8723,0.00107,9.33361e-4,6
DTXSID2021947,1-Tridecanol,0.8694,513.9,0.10145376999999998,0.6811,2.967e-4,5,200.4,6.610337142857142e-4,8.5e-6,5.618786571428571e-9,1
DTXSID2021995,DEET,0.9658,4.34,0.006498246,0.7849,0.2567,5,191.3,0.11969914285714288,1.52e-6,1.819426971428572e-7,2
DTXSID2022254,Terbufos,0.8647,117,0.028059564,0.6746,0.00395,5,288.4,0.00440016,1.88e-7,8.2723008e-10,1
DTXSID2022331,2-(Butan-2-yl)phenol,0.8528,31.55,0.009586635,0.6706,0.03918,5,150.2,0.01665074285714285,1.04e-5,1.7316772571428567e-7,1
DTXSID2022381,meso-Hexestrol,0.8719,0,0.29655423,1.513,0.005302,5,270.4,0.018928,8.89e-7,1.6826992e-8,3
DTXSID2022541,Acenocoumarol,0.8697,6.828,0.025878174,0.5712,0.01988,5,353.3,0.07343592857142858,3.48e-7,2.5555703142857148e-8,1
DTXSID2022593,Amithiozone,0.7576,23.2,1.1289649999999998e-8,0.7503,0.3614,5,236.3,0.01930908571428571,1.2e-6,2.3170902857142853e-8,1
DTXSID2022628,Atenolol,0.5,2.082,0.00394181,1.07,0.9386,5,266.3,0.10895474285714286,7.77e-7,8.46578352e-8,2
DTXSID2022753,Cefazolin,0.9,0,0.03507828199999999,0.6067,0.18,5,454.5,0.8992607142857142,1.2e-6,1.0791128571428569e-6,6
DTXSID2022880,Danazol,0.8671,45.77,0.033199225,0.6209,0.006606,5,337.5,0.01133517857142857,1.2e-6,1.3602214285714289e-8,1
DTXSID2022967,Doxifluridine,0.567,0,0.0035736526,0.7072,0.6099,5,246.2,0.5669634285714283,1.2e-6,6.80356114285714e-7,5
DTXSID2023010,Ethchlorvynol,0.791,23.99,4.278585999999999e-6,0.7227,0.237,5,144.6,0.01974822857142857,6.41e-6,1.2658614514285718e-7,1
DTXSID2023016,Ethisterone,0.8523,29.84,0.00341559749999999,0.6557,0.04279,5,312.5,0.01754464285714285,1.2e-6,2.1053571428571427e-8,1
DTXSID2023064,Flumazenil,0.5225,6.629,2.0738513e-6,1,0.5571,5,303.3,0.04350188571428571,2.14e-6,9.30940354285714e-8,1
DTXSID2023068,Fluphenazine,0.8699,23.2,0.05445821,0.69,0.005216,5,437.5,0.01326875,1.2e-6,1.59225e-8,1
DTXSID2023143,Imipenem,0.53,0,0.004270932,0.8675,0.8596,5,299.4,0.5299379999999998,1.2e-6,6.359255999999997e-7,5
DTXSID2023191,Labetalol,0.9504,7.958,0.005265952,1.416,0.3118,5,328.4,0.06863560000000003,1.2e-6,8.236272000000005e-8,1
DTXSID2023195,Lamotrigine,1,7.546,0.015158747,0.6453,0.07182,5,256.1,0.07657389999999999,1.05e-6,8.040259499999998e-8,1
DTXSID2023224,Loratadine,0.8675,332.4,0.035395923,0.6734,8.365e-4,5,382.9,0.00137406399999999,1.81e-6,2.4870558399999996e-9,1
DTXSID2023276,Methandrostenolone,0.8522,30.13,0.0037209921,0.6593,0.04261,5,300.4,0.01742319999999999,1.2e-6,2.0907839999999993e-8,1
DTXSID2023307,Methysergide,0.8719,0,0.05514707,0.8388,0.3919,5,353.5,0.8170900000000003,1.2e-6,9.805080000000004e-7,6
DTXSID2023357,Nefazodone,0.28,39.9,0.007753502,0.6127,0.007168,5,470,0.00425014285714285,1.2e-6,5.100171428571428e-9,1
DTXSID2023482,Piperacillin,0.2339,6.741,1.1480999999999999e-10,0.7378,0.5,5,517.6,0.01900331428571428,1.2e-6,2.2803977142857145e-8,1
DTXSID2023517,Promazine,0.8638,57.19,0.04175256999999999,1.084,0.008991,5,284.4,0.00844667999999999,1.2e-6,1.0136015999999996e-8,1
DTXSID2023567,Rofecoxib,0.9576,27.02,7.638691999999999e-4,0.68,0.08611,5,314.4,0.02164868571428571,2.1e-6,4.546224e-8,1
DTXSID2023642,Terfenadine,0.7044,7370,9.211589e-4,2.111,0.001795,5,471.7,6.024282857142858e-5,1.2e-6,7.229139428571429e-11,1
DTXSID2024086,Ethion,0.8717,85.89,0.30382553,0.5707,1e-4,5,384.5,0.00140727,8.01e-8,1.1272232699999999e-10,1
DTXSID2024113,Fonofos,0.8669,46.14,0.04355125999999999,0.6246,0.006871,5,246.3,0.01124535428571428,1.39e-6,1.5631042457142857e-8,1
DTXSID2024163,Linuron,0.9587,46.88,0.00203366779999999,0.6811,0.04743,5,249.1,0.01266851428571428,2.94e-6,3.7245432e-8,1
DTXSID2024242,Paclobutrazol,0.9692,10.12,0.022047347,0.7012,0.0554,5,293.8,0.05590594285714286,1.58e-7,8.833138971428573e-9,1
DTXSID2024666,"1,4-Butanediol",0.8719,0,0.03445448099999999,0.8131,0.6915,5,90.12,0.8715891428571428,1.23e-6,1.0720546457142855e-6,6
DTXSID2025133,"1,2-Dimethyl-4-nitrobenzene",0.5743,589.4,9.314918e-7,0.644,0.04891,5,151.2,6.112799999999999e-4,8.87e-7,5.422053599999998e-10,1
DTXSID2026446,Acetyl tributyl citrate,0.836,1704,0.0014561735,0.6672,0.001402,5,402.5,3.09925e-4,3.04e-7,9.42172e-11,1
DTXSID2026525,2-tert-Butylphenol,0.8717,88.3,1.7860609,0.5603,1.148e-4,5,150.2,0.00410260571428571,1.53e-6,6.276986742857141e-9,1
DTXSID2026529,2-Tert-Butyl-5-methylphenol,0.8614,87.42,0.028155239,0.6601,0.007706,5,164.2,0.00612466,1.4e-4,8.574524e-7,1
DTXSID20274180,L-Domoic acid,0.8719,0,0.003911194,0.6968,0.9194,5,311.3,0.87164,1.2e-6,1.045968e-6,6
DTXSID2029874,Fenofibrate,0.8089,6842,5.300395e-4,0.6739,6.333e-4,5,360.8,7.463405714285717e-5,4.48e-7,3.343605760000001e-11,1
DTXSID2032344,Chlorethoxyfos,0.8035,2542,1.9609548e-4,0.6285,0.0018600000000000001,5,336,1.9967999999999996e-4,1.27e-7,2.5359359999999996e-11,1
DTXSID2032348,Chlorophacinone,0.8323,0,1.477222,0.5602,1e-4,5,374.8,0.00662325142857142,9.57e-8,6.338451617142858e-10,4
DTXSID2032390,Fenarimol,0.9718,6.399,0.10091799,0.7478,0.01797,5,331.2,0.06122468571428573,2.18e-7,1.334698148571429e-8,1
DTXSID2032392,Fenoxaprop-ethyl,0.8719,0,0.12793661,0.6397,0.002212,5,361.8,0.01079197714285713,1.44e-7,1.5540447085714275e-9,3
DTXSID2032398,Fludioxonil,0.868,91.59,0.05744326999999999,0.6436,0.002664,5,248.2,0.00576887714285714,2.19e-7,1.2633840942857144e-9,1
DTXSID2032500,Triflumizole,0.8691,21.09,0.012395653,0.6436,0.00838,5,345.8,0.0252434,9.01e-7,2.27443034e-8,1
DTXSID2032502,Triflusulfuron-methyl,0.8002,15.27,5.338665e-7,0.9614,0.3258,5,492.4,0.03088051428571428,2.64e-7,8.152455771428572e-9,1
DTXSID2032550,"Fenpyroximate (Z,E)",0.8698,125.9,0.05457301999999999,0.6569,0.001037,5,421.5,0.00270964285714285,6.34e-7,1.717913571428571e-9,1
DTXSID2032552,Flufenacet,0.839,41.13,0.0016253269,0.8557,0.05308,5,363.3,0.01261169999999999,2.5e-7,3.152924999999999e-9,1
DTXSID2032554,Flumiclorac-pentyl,0.8096,3140,4.963619e-4,0.6818,0.001362,5,423.9,1.628987142857143e-4,1.59e-7,2.590089557142857e-11,1
DTXSID2032556,Fluthiacet-methyl,0.6159,1214,1.3214631e-5,0.6887,0.01905,5,403.9,3.1908099999999987e-4,3.44e-7,1.0976386399999996e-10,1
DTXSID2032637,Pymetrozine,0.9174,9.004,1.18637e-9,0.9513,0.9898,5,217.2,0.05547908571428569,2.33e-7,1.2926626971428569e-8,1
DTXSID2032683,Mevinphos,0.823,4.925,3.5640851e-7,0.8379,0.6696,5,224.1,0.08835942857142856,1.34e-7,1.1840163428571428e-8,1
DTXSID2034095,Verapamil hydrochloride,0.8496,62.63,0.00231877929999999,0.7236,0.02327,5,491.1,0.00846095142857142,1.2e-6,1.0153141714285707e-8,1
DTXSID2034465,Clothianidin,0.9362,11.23,3.827e-11,0.7228,0.5041,5,249.7,0.04715762857142856,3.52e-7,1.6599485257142852e-8,1
DTXSID2034590,(S)-1-Anilino-4-methyl-2-methylthio-4-phenylimidazolin-5-one,0.9697,23.74,0.01296970299999999,0.6007,0.02054,5,311.4,0.02504545714285713,3.33e-7,8.340137228571425e-9,1
DTXSID2034625,Fluoxastrobin,0.9698,29.44,0.017738145,0.6523,0.01557,5,458.8,0.01993158285714286,2.07e-7,4.125837651428572e-9,1
DTXSID2034627,Fluroxypyr,0.8692,1.873,0.020329024,0.6247,0.09193,5,255,0.2171142857142856,5.02e-7,1.0899137142857139e-7,2
DTXSID2034673,Iodosulfuron methyl ester sodium salt,0.9576,5.97,0.12648235,0.5639,0.006681,5,529.2,0.0909468,1.2e-7,1.0913616e-8,1
DTXSID2034881,Quinoxyfen,0.8719,0,0.13666217,0.6552,0.002237,5,308.1,0.00970074857142857,1.85e-7,1.7946384857142852e-9,3
DTXSID2034962,Thiamethoxam,0.97,0,0.004776096,0.8146,0.8286,5,291.7,0.971361,7.48e-7,7.265780279999999e-7,6
DTXSID2037712,"4,4',4''-Ethane-1,1,1-triyltriphenol",0.8641,62.42,0.01922302099999999,0.6259,0.007947,5,306.4,0.00857919999999999,5.55e-7,4.761455999999997e-9,1
DTXSID2037714,4-Heptylphenol,0.8676,97.14,0.05618036,0.592,0.00284,5,192.3,0.00552725142857143,1.33e-5,7.351244400000004e-8,1
DTXSID2038443,Cocaine,0.859,7.251,0.008518902,1,0.1141,5,303.4,0.06822165714285718,1.2e-6,8.18659885714286e-8,1
DTXSID2038732,Diethyl butanedioate,0.7154,23.24,2.491377e-8,0.8399,0.5231,5,174.2,0.01799237142857143,3.48e-4,6.261345257142857e-6,1
DTXSID2039336,S-Bioallethrin,0.8714,244,0.5549149999999999,0.8997,1e-4,5,302.4,0.00137203199999999,5.26e-7,7.21688832e-10,1
DTXSID2040363,Diniconazole,0.9718,7.622,0.07221549,0.6449,0.01939,5,326.2,0.07292900000000002,1.73e-7,1.2616717000000004e-8,1
DTXSID2040446,Chloroquine,0.87,37.27,2.1511567e-4,1.985,0.3838,5,319.9,0.0142584,1.2e-6,1.7110080000000005e-8,1
DTXSID2040525,"Anthra(1,9-cd)pyrazol-6(2H)-one",0.8466,25.86,6.199739999999999e-4,0.6303,0.06393,5,220.2,0.02000674285714285,2.56e-6,5.1217261714285714e-8,1
DTXSID2040652,Artemisinin,0.9561,28.1,0.00124683659999999,0.7174,0.09282,5,282.3,0.02076921428571428,1.2e-6,2.4923057142857135e-8,1
DTXSID2040656,Bromisovalum,0.8719,0,0.04006869,0.8633,0.5912,5,223.1,0.8732771428571429,4.83e-7,4.2179286e-7,6
DTXSID2043951,Tolmetin,0.9639,9.802,8.821235e-4,0.588,0.04571,5,257.3,0.0580027714285714,1.2e-6,6.960332571428568e-8,1
DTXSID2044266,Atomoxetine hydrochloride,0.7951,40.58,4.672767e-5,0.9192,0.1323,5,291.8,0.01200548571428571,1.2e-6,1.4406582857142852e-8,1
DTXSID2045941,Carmofur,0.8719,0,0.07906582,0.7085,0.2613,5,257.3,0.8659982857142858,5.06e-7,4.381951325714286e-7,6
DTXSID2046759,Clobazam,0.7879,28.23,0,0.6825,0.2099,5,300.7,0.01679624285714285,1.2e-6,2.0155491428571422e-8,1
DTXSID2047270,Besonprodil,0.9701,16.86,0.05220028,0.699,0.0112,5,402.5,0.02622,1.2e-6,3.1464e-8,1
DTXSID2047274,CP-114271,0.8449,6.665,5.736673e-6,0.6821,0.2659,5,404.4,0.07088554285714287,1.2e-6,8.506265142857145e-8,1
DTXSID2047278,CP-457677,0.8684,7.938,0.03534617199999999,0.6166,0.02749,5,380.4,0.06276599999999997,1.93e-7,1.2113837999999996e-8,1
DTXSID2047303,CJ-013790,0.8664,9.188,0.029192356,0.6702,0.03744,5,344.3,0.05321894285714286,3.52e-7,1.873306788571429e-8,1
DTXSID2047307,PD-0333941,0.9726,22.01,0.10773005,0.6494,0.001184,5,390.4,0.00528155428571428,1.2e-6,6.337865142857141e-9,1
DTXSID2047355,Trelanserin,0.9655,14.31,0.04175256999999999,0.6754,0.01401,5,465.6,0.03192685714285714,1.2e-6,3.8312228571428575e-8,1
DTXSID2047357,Surinabant,0.8719,0,0.585531,0.5618,1e-4,5,522.3,0.00364565399999999,1.2e-6,4.374784799999999e-9,4
DTXSID2047359,"4-Bromophenyl 1,4-diazabicyclo(3.2.2)nonane-4-carboxylate",0.787,31,2.7332433999999997e-4,1.13,0.1935,5,325.2,0.01551668571428572,1.2e-6,1.8620022857142866e-8,1
DTXSID2047856,Biperiden hydrochloride,0.7923,58.97,4.236489e-4,1.094,0.09479,5,347.9,0.00833469,1.2e-6,1.0001628000000005e-8,1
DTXSID2048535,Nefopam,0.847,4.97,0.008786792,1.236,0.328,5,253.3,0.09343151428571432,1.2e-6,1.1211781714285721e-7,1
DTXSID2048539,Acebutolol,0.738,2.181,0.00175238329999999,1,0.5814,5,336.4,0.15954971428571432,1.2e-6,1.914596571428572e-7,2
DTXSID2048743,Cefditorin pivoxil,0.8208,22.9,0,0.6184,0.1513,5,620.7,0.02157375857142857,1.2e-6,2.5888510285714282e-8,1
DTXSID2048909,(-)-Heroin hydrochloride,0.811,6.958,7.650173e-4,1.414,0.6001,5,405.9,0.0652919142857143,1.2e-6,7.835029714285716e-8,1
DTXSID2057659,Clevudine,0.8719,0,0.006218875,0.8125,0.8176,5,260.2,0.87167,1.2e-6,1.046004e-6,6
DTXSID3020122,Azinphos-methyl,0.8046,40.8,1.7963938e-4,0.722,0.1138,5,317.3,0.01210272857142857,1.4e-7,1.694382e-9,1
DTXSID3020207,Dinoseb,0.8719,0,2.0485931,0.5656,4.3e-4,5,240.2,0.02511805714285714,2.33e-5,5.852507314285714e-7,4
